Location,Average_Cost,Online_Order,Table_Booking,Rating,Votes,Reviews_Count,Cuisines,Delivery_Time,Popularity
Jaipur,462.0,No,No,4.6,782,249.0,Continental,29,High
Chennai,399.0,No,No,4.5,853,381.0,Biryani,30,High
Delhi,422.0,No,Yes,4.2,810,73.0,Cafe,31,High
Nagpur,176.0,Yes,Yes,2.8,551,284.0,South Indian,54,Low
Ahmedabad,147.0,Yes,No,2.6,837,442.0,Rajasthani,25,Low
Goa,523.0,No,No,,4021,578.0,Seafood,22,High
Goa,418.0,Yes,No,5.0,638,136.0,Gujarati,30,High
Jaipur,462.0,No,No,4.6,782,249.0,Continental,29,High
Pune,536.0,No,No,4.6,723,446.0,Biryani,25,High
Chennai,354.0,No,No,4.5,734,322.0,Fast Food,32,High
Bhopal,,Yes,Yes,4.6,125,480.0,Chinese,48,Low
Ahmedabad,100.0,No,No,3.1,352,138.0,Fast Food,35,Low
Kochi,242.0,No,No,3.5,625,247.0,Continental,49,Low
Chennai,354.0,No,No,4.5,734,322.0,Fast Food,32,High
Nashik,315.0,Yes,No,4.3,889,87.0,Biryani,20,High
Surat,483.0,No,Yes,4.9,841,109.0,North Indian,22,High
Delhi,111.0,No,Yes,2.7,96,326.0,Fast Food,58,Low
Nashik,167.0,Yes,No,2.8,50,264.0,Continental,42,High
Jaipur,,No,No,2.7,515,203.0,Rajasthani,23,Low
Bhopal,451.0,No,No,4.6,744,399.0,Cafe,30,High
Nashik,,No,Yes,3.2,330,502.0,Fast Food,57,High
Nashik,165.0,Yes,Yes,4.0,56,241.0,Street Food,55,Low
Bhopal,172.0,Yes,Yes,3.0,317,,Biryani,45,Low
Mumbai,470.0,No,Yes,5.0,486,35.0,Seafood,24,High
Nashik,486.0,Yes,Yes,4.7,866,183.0,Biryani,27,High
Delhi,153.0,No,Yes,3.5,391,548.0,Rajasthani,54,Low
Surat,569.0,Yes,Yes,4.6,821,80.0,Continental,21,High
Surat,344.0,No,Yes,,695,378.0,North Indian,47,High
Bhopal,226.0,Yes,No,2.8,442,441.0,Seafood,59,Low
Goa,176.0,No,Yes,,653,236.0,Cafe,40,Low
Bangalore,596.0,Yes,Yes,3.7,547,591.0,South Indian,50,Low
Bangalore,,Yes,No,2.6,102,506.0,Cafe,60,High
Goa,574.0,No,No,4.4,782,462.0,Biryani,28,High
Hyderabad,249.0,No,No,2.6,412,79.0,Seafood,48,Low
Bhopal,490.0,Yes,No,3.7,884,513.0,Rajasthani,57,High
Mumbai,155.0,Yes,No,4.4,106,123.0,South Indian,36,Low
Bhopal,148.0,No,No,3.1,834,440.0,Cafe,28,Low
Jaipur,216.0,No,Yes,2.9,49,301.0,Continental,33,Low
Surat,249.0,Yes,No,2.9,118,348.0,North Indian,50,Low
Delhi,443.0,Yes,Yes,4.3,523,267.0,North Indian,21,High
Pune,429.0,Yes,No,3.8,366,533.0,Continental,56,High
Pune,243.0,No,No,3.1,827,506.0,Fast Food,35,Low
Indore,288.0,No,Yes,4.7,581,555.0,Street Food,26,High
Goa,488.0,No,No,4.8,557,392.0,South Indian,23,High
Hyderabad,108.0,Yes,Yes,3.5,254,,Street Food,53,High
Mumbai,205.0,No,Yes,2.8,127,139.0,Biryani,24,Low
Goa,195.0,Yes,Yes,3.9,133,510.0,South Indian,56,High
Delhi,114.0,Yes,No,3.0,78,33.0,Kerala,33,Low
Bangalore,127.0,Yes,Yes,3.5,599,493.0,North Indian,56,Low
Nashik,146.0,No,Yes,3.7,139,285.0,South Indian,24,Low
Surat,135.0,Yes,Yes,3.2,618,204.0,North Indian,43,Low
Bangalore,258.0,Yes,No,4.6,566,347.0,North Indian,24,High
Chennai,153.0,Yes,No,3.0,559,391.0,Kerala,48,Low
Chennai,210.0,No,No,4.9,34,563.0,Street Food,23,Low
Nagpur,176.0,No,Yes,3.4,809,479.0,South Indian,20,Low
Jaipur,575.0,No,Yes,4.6,1776,295.0,Gujarati,20,High
Goa,217.0,Yes,Yes,3.5,4457,499.0,Fast Food,53,Low
Hyderabad,179.0,No,Yes,2.9,504,79.0,Seafood,55,Low
Goa,535.0,Yes,Yes,4.5,649,473.0,Gujarati,20,High
Bangalore,485.0,Yes,Yes,4.6,882,188.0,South Indian,50,Low
Goa,216.0,No,Yes,3.1,276,600.0,Rajasthani,25,Low
Bangalore,87.0,Yes,Yes,3.2,256,123.0,Kerala,57,Low
Hyderabad,101.0,No,No,2.8,2276,416.0,Seafood,28,Low
Ahmedabad,241.0,No,No,2.7,523,299.0,Fast Food,58,Low
Surat,117.0,Yes,Yes,2.9,434,433.0,Street Food,24,Low
Hyderabad,,Yes,No,3.2,543,545.0,Chinese,54,Low
Pune,149.0,No,Yes,2.8,177,241.0,Fast Food,30,High
Chennai,134.0,Yes,No,2.8,695,57.0,Gujarati,27,Low
Bhopal,397.0,No,No,4.3,764,471.0,Kerala,34,High
Pune,471.0,No,Yes,4.4,462,430.0,Biryani,21,High
Bangalore,230.0,No,Yes,3.5,96,336.0,Kerala,90,Low
Kochi,104.0,Yes,Yes,3.4,228,234.0,Biryani,23,Low
Bangalore,565.0,Yes,No,4.6,897,146.0,Seafood,33,High
Mumbai,369.0,No,Yes,4.4,580,461.0,Chinese,31,High
Mumbai,467.0,Yes,No,4.0,292,155.0,Fast Food,44,High
Jaipur,494.0,No,No,3.7,464,335.0,Chinese,59,High
Nashik,370.0,Yes,Yes,4.7,898,534.0,Seafood,33,High
Nagpur,412.0,No,Yes,4.9,420,341.0,South Indian,31,High
Indore,140.0,No,Yes,3.0,3498,596.0,South Indian,25,High
Indore,513.0,No,Yes,5.0,833,383.0,Cafe,22,High
Jaipur,462.0,No,No,4.6,782,249.0,Continental,29,High
Mumbai,157.0,Yes,Yes,3.1,508,455.0,Gujarati,41,Low
Goa,172.0,No,Yes,3.1,882,187.0,Rajasthani,48,Low
Nagpur,,No,Yes,3.6,689,262.0,Street Food,51,High
Indore,127.0,Yes,Yes,4.3,135,598.0,North Indian,30,Low
Goa,,Yes,Yes,4.6,806,358.0,Seafood,32,High
Hyderabad,147.0,No,No,4.1,84,288.0,Gujarati,54,Low
Indore,160.0,No,Yes,,762,204.0,Seafood,25,Low
Chennai,295.0,No,No,4.8,598,555.0,Seafood,27,High
Hyderabad,401.0,No,No,4.4,664,101.0,Biryani,23,High
Surat,206.0,No,No,3.1,686,22.0,Fast Food,56,Low
Kochi,338.0,Yes,No,4.3,434,366.0,Biryani,24,High
Mumbai,216.0,No,No,,807,64.0,Chinese,34,Low
Bhopal,93.0,Yes,Yes,3.2,141,265.0,Gujarati,35,Low
Nashik,345.0,No,No,4.5,4517,347.0,Cafe,49,High
Nashik,204.0,Yes,Yes,3.6,486,544.0,Cafe,45,High
Mumbai,579.0,Yes,No,3.6,308,295.0,South Indian,26,High
Ahmedabad,196.0,Yes,Yes,3.3,487,206.0,Continental,27,Low
Ahmedabad,133.0,Yes,No,2.5,640,423.0,Continental,54,Low
Jaipur,196.0,No,Yes,2.6,2521,540.0,Continental,35,High
Jaipur,169.0,No,Yes,4.2,128,417.0,Cafe,35,Low
Surat,600.0,No,No,5.0,684,249.0,Continental,24,High
Nashik,398.0,No,Yes,4.4,661,119.0,Gujarati,22,High
Kochi,465.0,No,Yes,4.6,152,304.0,South Indian,30,High
Delhi,564.0,Yes,No,4.5,891,314.0,Continental,31,High
Kochi,87.0,No,No,4.1,112,349.0,Kerala,49,High
Surat,106.0,No,No,2.8,147,111.0,Chinese,27,Low
Jaipur,81.0,Yes,Yes,3.4,708,122.0,North Indian,36,Low
Pune,442.0,Yes,No,4.6,586,368.0,Street Food,24,High
Nashik,350.0,Yes,No,4.7,889,533.0,Kerala,26,High
Ahmedabad,599.0,Yes,Yes,,432,393.0,Seafood,27,High
Jaipur,94.0,Yes,Yes,3.1,795,569.0,Gujarati,56,High
Nagpur,204.0,Yes,No,3.5,184,103.0,North Indian,32,High
Mumbai,246.0,No,No,2.7,176,36.0,Cafe,38,Low
Chennai,181.0,No,No,4.8,97,54.0,North Indian,54,Low
Mumbai,154.0,Yes,Yes,3.3,413,533.0,Rajasthani,47,Low
Ahmedabad,248.0,No,Yes,3.3,493,579.0,Street Food,32,Low
Hyderabad,248.0,Yes,No,2.9,763,110.0,South Indian,55,Low
Nagpur,83.0,Yes,Yes,2.8,814,255.0,Rajasthani,35,Low
Bhopal,247.0,Yes,No,3.5,689,585.0,Seafood,57,High
Chennai,163.0,No,Yes,2.8,576,60.0,North Indian,28,Low
Goa,535.0,Yes,Yes,4.5,649,473.0,Gujarati,20,High
Ahmedabad,128.0,Yes,No,3.5,524,503.0,North Indian,35,Low
Bangalore,139.0,Yes,No,3.4,879,523.0,Cafe,58,Low
Nagpur,102.0,No,Yes,3.3,606,589.0,Fast Food,54,Low
Ahmedabad,167.0,No,No,4.3,135,522.0,North Indian,55,Low
Mumbai,195.0,Yes,Yes,2.8,271,395.0,North Indian,43,Low
Ahmedabad,93.0,No,Yes,2.9,308,257.0,North Indian,55,Low
Hyderabad,224.0,No,Yes,3.5,130,287.0,South Indian,39,Low
Goa,406.0,Yes,Yes,4.5,659,106.0,Rajasthani,28,High
Pune,134.0,No,No,3.4,403,393.0,Biryani,40,Low
Nashik,444.0,Yes,Yes,5.0,658,540.0,Fast Food,30,High
Hyderabad,81.0,No,Yes,,282,423.0,South Indian,30,Low
Bhopal,242.0,No,Yes,3.2,657,469.0,South Indian,59,High
Indore,135.0,No,No,2.9,790,233.0,Cafe,21,Low
Nagpur,180.0,Yes,No,3.2,723,485.0,Fast Food,35,Low
Bhopal,104.0,Yes,Yes,2.9,511,88.0,North Indian,20,Low
Goa,175.0,Yes,No,4.1,70,273.0,Kerala,48,Low
Hyderabad,181.0,No,Yes,2.9,442,167.0,Gujarati,59,Low
Surat,99.0,Yes,No,2.8,873,430.0,North Indian,43,High
Hyderabad,203.0,No,No,3.5,194,543.0,Gujarati,60,Low
Mumbai,3759.0,No,No,4.5,674,208.0,Street Food,31,High
Delhi,363.0,No,Yes,4.6,220,415.0,South Indian,58,High
Chennai,144.0,Yes,No,4.8,67,304.0,Kerala,31,Low
Ahmedabad,369.0,No,Yes,4.9,767,108.0,Fast Food,23,High
Mumbai,579.0,Yes,No,3.6,308,295.0,South Indian,26,High
Pune,149.0,No,Yes,2.8,177,241.0,Fast Food,30,High
Kochi,144.0,No,Yes,3.2,246,427.0,Seafood,20,High
Bhopal,192.0,No,No,3.1,168,,South Indian,23,Low
Nagpur,296.0,No,Yes,,526,488.0,Cafe,32,High
Ahmedabad,300.0,Yes,Yes,4.4,522,,Biryani,34,High
Pune,193.0,No,Yes,3.3,478,309.0,Chinese,22,Low
Nashik,416.0,No,Yes,4.7,679,584.0,Gujarati,33,High
Mumbai,232.0,Yes,Yes,2.6,720,73.0,North Indian,47,Low
Kochi,600.0,Yes,Yes,4.4,604,249.0,Seafood,25,High
Mumbai,179.0,No,No,3.3,586,104.0,South Indian,55,Low
Ahmedabad,95.0,No,Yes,3.1,420,320.0,Seafood,59,Low
Nashik,86.0,Yes,Yes,2.7,644,152.0,Rajasthani,160,High
Hyderabad,161.0,Yes,No,3.5,505,228.0,Gujarati,41,Low
Bangalore,215.0,Yes,No,2.7,601,445.0,Street Food,43,High
Surat,229.0,No,Yes,2.6,653,304.0,Fast Food,24,Low
Delhi,80.0,Yes,No,2.6,584,374.0,Rajasthani,60,Low
Nashik,113.0,Yes,Yes,3.0,873,446.0,Street Food,47,Low
Bhopal,145.0,Yes,Yes,5.0,607,325.0,Seafood,53,High
Hyderabad,201.0,No,No,3.4,121,92.0,Seafood,31,Low
Chennai,549.0,No,No,4.4,568,285.0,Chinese,28,High
Nagpur,192.0,Yes,Yes,3.5,185,174.0,Rajasthani,57,Low
Jaipur,184.0,Yes,No,4.0,55,83.0,Fast Food,42,Low
Nashik,328.0,Yes,No,4.8,470,377.0,North Indian,99,High
Jaipur,196.0,No,Yes,2.6,2521,540.0,Continental,35,High
Goa,459.0,No,No,4.4,572,451.0,South Indian,34,High
Bhopal,85.0,Yes,Yes,2.9,555,180.0,Gujarati,37,Low
Bhopal,247.0,Yes,No,3.5,689,585.0,Seafood,57,High
Mumbai,383.0,No,No,3.6,346,338.0,North Indian,34,High
Indore,225.0,No,No,3.4,494,369.0,Gujarati,30,Low
Mumbai,470.0,No,Yes,5.0,486,35.0,Seafood,24,High
Pune,245.0,No,No,3.1,877,,Rajasthani,49,Low
Chennai,186.0,No,No,3.7,131,319.0,South Indian,58,Low
Nashik,315.0,Yes,No,4.3,889,87.0,Biryani,20,High
Jaipur,243.0,No,Yes,2.8,344,183.0,Rajasthani,45,Low
Mumbai,369.0,No,Yes,4.4,580,461.0,Chinese,31,High
Indore,334.0,Yes,No,4.6,483,490.0,Gujarati,22,High
Ahmedabad,486.0,No,Yes,4.8,636,597.0,South Indian,21,High
Nashik,103.0,Yes,Yes,3.4,434,435.0,Seafood,57,Low
Chennai,104.0,No,No,3.5,136,248.0,Biryani,41,Low
Mumbai,430.0,Yes,Yes,4.7,526,318.0,Fast Food,22,High
Indore,475.0,Yes,Yes,4.7,597,266.0,Kerala,26,High
Bangalore,92.0,Yes,Yes,2.6,279,582.0,Street Food,28,Low
Kochi,222.0,No,Yes,2.5,157,179.0,Continental,45,Low
Surat,,No,Yes,3.4,716,,Biryani,29,Low
Goa,523.0,No,No,,4021,578.0,Seafood,22,High
Nagpur,103.0,Yes,Yes,,339,199.0,Biryani,27,Low
Bangalore,176.0,Yes,Yes,3.5,345,474.0,Kerala,23,Low
Surat,,Yes,No,3.4,650,324.0,Fast Food,28,Low
Indore,317.0,No,No,4.5,699,164.0,South Indian,30,High
Pune,231.0,Yes,No,3.5,874,560.0,South Indian,38,Low
Mumbai,408.0,Yes,Yes,4.3,475,539.0,Biryani,27,High
Chennai,106.0,Yes,No,3.1,444,585.0,Rajasthani,47,Low
Mumbai,408.0,Yes,Yes,4.3,475,539.0,Biryani,27,High
Chennai,155.0,No,Yes,3.3,900,250.0,Fast Food,28,Low
Delhi,81.0,No,Yes,2.8,840,405.0,Kerala,30,High
Goa,353.0,No,No,4.4,794,150.0,Street Food,27,High
Delhi,101.0,No,No,3.2,655,188.0,North Indian,41,Low
Hyderabad,512.0,No,Yes,4.4,456,265.0,Street Food,35,High
Nashik,154.0,No,Yes,3.9,139,384.0,South Indian,47,Low
Surat,434.0,No,Yes,5.0,841,162.0,Street Food,35,High
Hyderabad,506.0,No,Yes,3.8,375,210.0,Fast Food,48,High
Bhopal,528.0,Yes,Yes,4.6,485,177.0,Street Food,32,High
Delhi,233.0,No,No,2.7,48,530.0,Rajasthani,45,High
Bangalore,215.0,Yes,No,2.7,1814,236.0,Kerala,53,Low
Surat,180.0,Yes,Yes,3.4,286,199.0,South Indian,42,Low
Nagpur,199.0,Yes,No,3.4,235,226.0,North Indian,24,Low
Pune,171.0,No,No,3.9,53,249.0,Street Food,38,High
Indore,292.0,Yes,No,4.8,830,394.0,Continental,21,High
Bhopal,99.0,Yes,Yes,4.2,73,479.0,Chinese,30,Low
Pune,223.0,No,Yes,3.4,882,42.0,Chinese,56,Low
Nashik,204.0,Yes,Yes,3.6,486,544.0,Cafe,45,High
Indore,117.0,Yes,Yes,3.4,32,127.0,Chinese,50,Low
Hyderabad,200.0,No,No,2.9,262,118.0,Kerala,56,Low
Nagpur,179.0,No,Yes,2.8,361,197.0,Cafe,20,Low
Jaipur,313.0,No,Yes,4.5,603,291.0,Rajasthani,28,High
Hyderabad,204.0,No,No,3.3,900,485.0,Chinese,20,Low
Mumbai,470.0,No,Yes,5.0,486,35.0,Seafood,24,High
Bangalore,370.0,No,No,4.5,798,61.0,Rajasthani,32,High
Delhi,270.0,No,Yes,4.3,753,432.0,North Indian,32,High
Surat,600.0,No,No,5.0,684,249.0,Continental,24,High
Mumbai,470.0,No,Yes,5.0,486,35.0,Seafood,24,High
Hyderabad,132.0,Yes,No,2.5,245,133.0,Gujarati,20,Low
Surat,162.0,Yes,No,3.4,242,337.0,South Indian,44,Low
Bhopal,139.0,No,Yes,2.7,79,417.0,Street Food,41,Low
Chennai,406.0,Yes,Yes,4.8,721,493.0,Chinese,31,High
Chennai,549.0,No,No,4.4,568,285.0,Chinese,28,High
Delhi,564.0,Yes,No,4.5,891,314.0,Continental,31,High
Mumbai,352.0,Yes,Yes,4.7,646,60.0,Seafood,35,High
Ahmedabad,207.0,No,No,2.7,537,533.0,South Indian,41,High
Bhopal,246.0,Yes,No,3.0,479,264.0,Biryani,50,Low
Bhopal,215.0,No,No,3.0,363,221.0,Rajasthani,49,Low
Nashik,258.0,No,Yes,4.8,705,,South Indian,21,High
Bangalore,219.0,Yes,Yes,4.9,66,413.0,South Indian,44,Low
Mumbai,383.0,No,No,3.6,346,338.0,North Indian,34,High
Mumbai,176.0,Yes,No,2.7,709,441.0,Cafe,35,Low
Hyderabad,163.0,Yes,No,2.6,432,522.0,South Indian,49,High
Jaipur,214.0,Yes,No,3.3,620,220.0,Seafood,51,Low
Ahmedabad,231.0,No,No,3.2,860,164.0,Rajasthani,56,Low
Jaipur,93.0,Yes,Yes,3.2,630,151.0,Fast Food,40,Low
Kochi,175.0,No,Yes,4.8,34,266.0,Kerala,41,Low
Jaipur,477.0,Yes,No,4.6,486,238.0,Street Food,34,High
Goa,195.0,Yes,Yes,3.9,133,510.0,South Indian,56,High
Delhi,130.0,Yes,No,3.9,113,66.0,South Indian,52,Low
Pune,536.0,No,No,4.6,723,446.0,Biryani,25,High
Jaipur,197.0,No,Yes,3.2,57,188.0,Chinese,33,Low
Hyderabad,132.0,No,Yes,,123,23.0,Continental,49,Low
Delhi,229.0,Yes,Yes,3.7,122,422.0,Continental,52,Low
Pune,193.0,No,No,2.6,784,381.0,Rajasthani,56,Low
Chennai,477.0,Yes,No,4.9,493,249.0,South Indian,31,High
Chennai,154.0,Yes,No,2.7,531,572.0,Cafe,34,High
Bangalore,195.0,No,No,2.8,874,351.0,Gujarati,42,Low
Surat,166.0,No,No,2.7,75,447.0,Fast Food,50,Low
Nashik,204.0,Yes,Yes,3.6,486,544.0,Cafe,45,High
Ahmedabad,111.0,No,No,3.3,135,502.0,Continental,34,Low
Nashik,549.0,Yes,Yes,,189,103.0,North Indian,49,High
Surat,99.0,Yes,No,2.8,873,430.0,North Indian,43,High
Indore,475.0,Yes,Yes,4.7,597,266.0,Kerala,26,High
Pune,518.0,Yes,Yes,4.9,513,118.0,Gujarati,25,High
Delhi,486.0,No,Yes,4.3,514,90.0,Cafe,32,High
Bangalore,245.0,No,Yes,3.0,763,341.0,Street Food,35,Low
Bangalore,370.0,No,No,4.5,798,61.0,Rajasthani,32,High
Chennai,477.0,Yes,No,4.9,493,249.0,South Indian,31,High
Jaipur,575.0,No,Yes,4.6,1776,295.0,Gujarati,20,High
Bhopal,209.0,No,No,3.4,492,376.0,Biryani,45,Low
Hyderabad,176.0,Yes,No,4.3,122,360.0,South Indian,34,Low
Kochi,207.0,No,Yes,2.9,219,175.0,Street Food,22,Low
Hyderabad,236.0,Yes,No,3.5,732,416.0,Kerala,48,Low
Pune,235.0,Yes,Yes,2.8,595,458.0,Seafood,43,Low
Surat,81.0,No,Yes,3.1,783,559.0,Continental,31,Low
Pune,370.0,Yes,Yes,4.9,453,191.0,North Indian,31,High
Ahmedabad,250.0,Yes,Yes,4.3,643,96.0,South Indian,31,High
Chennai,406.0,Yes,Yes,4.8,721,493.0,Chinese,31,High
Chennai,205.0,Yes,No,3.6,33,527.0,Fast Food,58,Low
Kochi,361.0,No,Yes,4.9,644,206.0,Rajasthani,35,High
Delhi,576.0,No,No,4.7,620,531.0,Chinese,33,High
Ahmedabad,245.0,Yes,Yes,3.0,176,527.0,Chinese,27,Low
Bhopal,222.0,Yes,No,3.0,702,513.0,Street Food,34,Low
Ahmedabad,213.0,Yes,No,3.4,815,110.0,Biryani,49,Low
Jaipur,153.0,Yes,Yes,3.1,660,214.0,South Indian,53,Low
Nagpur,290.0,No,No,,810,367.0,South Indian,29,High
Surat,127.0,Yes,No,3.3,486,523.0,Cafe,31,Low
Delhi,85.0,No,Yes,2.6,639,538.0,Gujarati,51,Low
Nagpur,105.0,No,Yes,3.3,767,150.0,Seafood,20,Low
Mumbai,182.0,No,Yes,3.0,884,378.0,Street Food,24,Low
Nashik,138.0,No,No,,106,126.0,Chinese,41,Low
Surat,222.0,No,No,4.6,54,349.0,Rajasthani,47,Low
Kochi,230.0,Yes,Yes,4.3,57,245.0,Seafood,47,Low
Goa,185.0,Yes,No,3.4,56,81.0,Chinese,23,Low
Hyderabad,152.0,No,No,3.4,778,454.0,Seafood,50,Low
Nashik,129.0,No,Yes,2.7,826,289.0,Seafood,21,Low
Delhi,112.0,No,No,3.5,211,468.0,Fast Food,29,Low
Mumbai,369.0,No,Yes,4.4,580,461.0,Chinese,31,High
Jaipur,213.0,Yes,Yes,3.1,165,85.0,Biryani,38,Low
Delhi,116.0,Yes,Yes,3.4,45,194.0,North Indian,52,Low
Jaipur,335.0,Yes,Yes,4.9,1758,235.0,Seafood,31,High
Surat,154.0,Yes,No,3.4,4639,412.0,Biryani,52,Low
Goa,488.0,No,No,4.8,557,392.0,South Indian,23,High
Delhi,234.0,No,Yes,2.9,682,547.0,North Indian,60,Low
Indore,448.0,Yes,Yes,4.8,730,259.0,Kerala,20,High
Jaipur,147.0,Yes,Yes,2.6,2710,183.0,North Indian,36,Low
Goa,426.0,Yes,Yes,4.3,842,358.0,Rajasthani,34,High
Indore,106.0,No,No,3.4,123,25.0,Biryani,39,Low
Nashik,201.0,Yes,No,4.6,64,591.0,Gujarati,50,Low
Chennai,,No,No,2.5,110,62.0,Continental,152,Low
Nashik,315.0,Yes,No,4.3,889,87.0,Biryani,20,High
Delhi,130.0,No,No,4.6,271,409.0,Fast Food,42,High
Nagpur,307.0,No,No,5.0,728,431.0,Biryani,25,High
Indore,321.0,No,No,4.5,864,329.0,South Indian,20,High
Ahmedabad,203.0,Yes,Yes,2.7,517,,North Indian,54,Low
Chennai,85.0,Yes,No,2.6,686,,Seafood,57,Low
Surat,133.0,Yes,Yes,2.9,667,272.0,Gujarati,51,Low
Goa,132.0,Yes,Yes,2.9,472,498.0,Rajasthani,21,Low
Indore,113.0,Yes,Yes,3.4,361,94.0,Continental,45,Low
Pune,113.0,No,Yes,2.7,153,74.0,South Indian,26,Low
Kochi,409.0,Yes,Yes,4.0,474,97.0,Chinese,38,Low
Goa,198.0,No,Yes,3.4,470,374.0,Rajasthani,57,Low
Nashik,86.0,Yes,Yes,2.7,644,152.0,Rajasthani,160,High
Ahmedabad,541.0,No,No,4.7,644,211.0,Chinese,26,High
Bhopal,543.0,No,No,4.3,554,163.0,Chinese,32,High
Delhi,577.0,No,Yes,4.4,769,527.0,Continental,32,High
Nashik,167.0,Yes,No,2.8,50,264.0,Continental,42,High
Pune,172.0,Yes,Yes,2.6,838,441.0,Biryani,29,Low
Nagpur,102.0,Yes,Yes,3.4,450,454.0,Cafe,21,Low
Mumbai,233.0,Yes,Yes,2.7,321,447.0,Seafood,26,Low
Kochi,144.0,No,Yes,3.2,246,427.0,Seafood,20,High
Chennai,548.0,No,No,4.9,754,89.0,Fast Food,29,High
Nagpur,111.0,No,No,3.1,65,112.0,Continental,59,Low
Ahmedabad,259.0,No,No,4.3,786,559.0,South Indian,25,High
Surat,250.0,No,No,4.4,450,191.0,Kerala,35,High
Goa,372.0,Yes,Yes,4.9,446,340.0,Rajasthani,25,High
Nagpur,5853.0,No,No,2.5,307,525.0,Gujarati,47,Low
Mumbai,115.0,Yes,No,3.5,420,465.0,Kerala,54,Low
Kochi,189.0,Yes,No,3.5,877,484.0,Rajasthani,45,Low
Jaipur,477.0,Yes,No,4.6,486,238.0,Street Food,34,High
Bhopal,122.0,No,Yes,3.4,60,341.0,Biryani,32,Low
Nashik,,No,No,2.6,42,270.0,Rajasthani,22,Low
Mumbai,294.0,Yes,Yes,4.9,230,344.0,Rajasthani,27,High
Nashik,232.0,No,No,3.2,467,378.0,Continental,32,Low
Hyderabad,373.0,No,No,4.6,694,29.0,Street Food,27,High
Ahmedabad,212.0,No,No,3.0,388,105.0,Chinese,47,High
Goa,418.0,Yes,No,4.8,3264,519.0,Fast Food,23,High
Pune,151.0,No,Yes,3.1,892,378.0,Cafe,43,Low
Pune,214.0,No,Yes,3.4,396,431.0,North Indian,35,Low
Surat,120.0,No,No,3.1,600,68.0,Continental,21,Low
Pune,83.0,Yes,Yes,2.6,473,419.0,Gujarati,47,Low
Mumbai,235.0,No,Yes,2.7,766,83.0,North Indian,38,Low
Chennai,160.0,Yes,No,2.6,838,466.0,Chinese,36,Low
Pune,,No,No,4.4,800,565.0,South Indian,34,High
Hyderabad,408.0,Yes,Yes,4.9,610,529.0,Cafe,26,High
Surat,4632.0,No,Yes,4.0,75,,Fast Food,32,Low
Indore,157.0,Yes,No,,174,442.0,South Indian,47,Low
Pune,171.0,No,No,3.9,53,249.0,Street Food,38,High
Bangalore,215.0,Yes,No,2.7,601,445.0,Street Food,43,High
Indore,209.0,No,Yes,3.5,264,421.0,North Indian,59,High
Kochi,193.0,Yes,No,3.5,454,101.0,Continental,46,Low
Surat,206.0,Yes,Yes,4.4,90,564.0,Seafood,45,Low
Jaipur,94.0,Yes,Yes,3.1,795,569.0,Gujarati,56,High
Nagpur,224.0,No,Yes,2.8,324,453.0,Seafood,35,Low
Indore,277.0,Yes,No,4.7,622,484.0,Chinese,35,High
Ahmedabad,207.0,No,No,2.7,537,533.0,South Indian,41,High
Kochi,244.0,No,No,2.6,833,574.0,Street Food,45,Low
Surat,183.0,No,Yes,3.2,336,305.0,Kerala,28,Low
Delhi,159.0,No,Yes,4.4,106,338.0,Gujarati,21,Low
Ahmedabad,144.0,Yes,Yes,4.9,721,424.0,Kerala,39,High
Bhopal,185.0,Yes,No,3.2,454,249.0,Street Food,30,Low
Indore,317.0,No,No,4.5,699,164.0,South Indian,30,High
Surat,171.0,No,Yes,3.3,776,460.0,Fast Food,58,Low
Bangalore,135.0,No,Yes,3.4,620,468.0,Chinese,36,High
Nagpur,246.0,Yes,No,2.5,423,495.0,Chinese,47,Low
Hyderabad,192.0,No,No,3.4,582,88.0,Fast Food,57,Low
Pune,301.0,Yes,No,,625,145.0,Seafood,21,High
Goa,179.0,Yes,Yes,2.9,208,412.0,Fast Food,23,Low
Bhopal,490.0,Yes,No,3.7,884,513.0,Rajasthani,57,High
Mumbai,326.0,No,No,4.9,455,62.0,Continental,33,High
Indore,162.0,No,No,,197,398.0,Cafe,30,Low
Nagpur,214.0,Yes,No,2.9,238,38.0,Biryani,33,Low
Mumbai,326.0,No,No,4.9,455,62.0,Continental,33,High
Delhi,203.0,No,No,2.8,731,109.0,Street Food,44,Low
Goa,406.0,Yes,Yes,4.5,659,106.0,Rajasthani,28,High
Bangalore,134.0,No,Yes,3.0,429,517.0,Continental,51,Low
Nagpur,93.0,Yes,Yes,2.7,487,431.0,Seafood,56,Low
Kochi,361.0,No,Yes,4.9,644,206.0,Rajasthani,35,High
Kochi,103.0,Yes,Yes,2.7,742,228.0,South Indian,52,Low
Surat,92.0,Yes,Yes,,667,523.0,Chinese,101,Low
Pune,370.0,Yes,Yes,4.9,453,191.0,North Indian,31,High
Kochi,208.0,Yes,No,3.1,196,156.0,Rajasthani,55,Low
Goa,499.0,No,Yes,4.6,723,305.0,North Indian,30,High
Jaipur,163.0,No,Yes,2.8,368,370.0,North Indian,35,Low
Bangalore,215.0,Yes,No,2.7,601,445.0,Street Food,43,High
Nashik,150.0,Yes,Yes,3.0,164,412.0,Fast Food,28,High
Mumbai,164.0,No,Yes,2.7,157,564.0,South Indian,138,Low
Nashik,205.0,No,No,3.4,883,271.0,Street Food,51,Low
Pune,301.0,Yes,No,,625,145.0,Seafood,21,High
